brand,hue,sat,lightness,name,specific,shade_group,imgSrc
KVD Vegan Beauty,26.6666666666667,0.593908629441624,0.613725490196078,Medium   W,53,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570560sw?$50px$
KVD Vegan Beauty,24.1176470588235,0.520408163265306,0.615686274509804,Medium   C,54,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570561sw?$50px$
KVD Vegan Beauty,27.1304347826087,0.560975609756098,0.598039215686274,Medium   N,55,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570563sw?$50px$
KVD Vegan Beauty,21.2727272727273,0.55,0.607843137254902,Medium   N,56,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570564sw?$50px$
KVD Vegan Beauty,27.7310924369748,0.548387096774194,0.574509803921569,Medium   W,57,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570565sw?$50px$
KVD Vegan Beauty,21.2727272727273,0.55,0.607843137254902,Medium   N,58,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570566sw?$50px$
KVD Vegan Beauty,21.2727272727273,0.55,0.607843137254902,Medium   W,58,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570567sw?$50px$
KVD Vegan Beauty,23.4285714285714,0.492957746478873,0.582352941176471,Medium   N,59,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570568sw?$50px$
KVD Vegan Beauty,24.5217391304348,0.525114155251142,0.570588235294118,Medium   W,62,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570569sw?$50px$
KVD Vegan Beauty,21.9230769230769,0.481481481481481,0.576470588235294,Medium   N,64,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570570sw?$50px$
KVD Vegan Beauty,25.2336448598131,0.47136563876652,0.554901960784314,Medium   N,65,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570571sw?$50px$
KVD Vegan Beauty,23.3057851239669,0.528384279475983,0.550980392156863,Medium   W,65,Medium Neutral,https://images.ulta.com/is/image/Ulta/2570572sw?$50px$
KVD Vegan Beauty,21.6666666666667,0.46551724137931,0.454901960784314,Deep   C,66,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570716sw?$50px$
KVD Vegan Beauty,20.9174311926606,0.536945812807882,0.398039215686274,Deep   C,67,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570717sw?$50px$
KVD Vegan Beauty,21.6216216216216,0.497757847533632,0.437254901960784,Deep   W,71,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570718sw?$50px$
KVD Vegan Beauty,19.5505617977528,0.434146341463415,0.401960784313726,Deep   W,74,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570719sw?$50px$
KVD Vegan Beauty,21.7582417582418,0.471502590673575,0.37843137254902,Deep   W,76,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570720sw?$50px$
KVD Vegan Beauty,21.8823529411765,0.454545454545455,0.366666666666667,Deep   W,77,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570721sw?$50px$
KVD Vegan Beauty,20.5263157894737,0.5,0.298039215686275,Deep   N,78,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570722sw?$50px$
KVD Vegan Beauty,19.4366197183099,0.482993197278912,0.288235294117647,Deep   N,79,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570723sw?$50px$
KVD Vegan Beauty,20.5714285714286,0.486111111111111,0.282352941176471,Deep   W,79,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570724sw?$50px$
KVD Vegan Beauty,17.8723404255319,0.353383458646617,0.26078431372549,Deep   N,80,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570725sw?$50px$
KVD Vegan Beauty,17.3333333333333,0.354330708661417,0.249019607843137,Deep   C,81,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570726sw?$50px$
KVD Vegan Beauty,10.5,0.327868852459016,0.23921568627451,Deep   C,83,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570727sw?$50px$
KVD Vegan Beauty,13.125,0.296296296296296,0.211764705882353,Deep   W,85,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570612sw?$50px$
KVD Vegan Beauty,4.8,0.238095238095238,0.205882352941176,Deep   N,87,Deep Neutral,https://images.ulta.com/is/image/Ulta/2570613sw?$50px$
KVD Vegan Beauty,25.625,0.51063829787234,0.631372549019608,Medium,150,Medium Neutral,https://images.ulta.com/is/image/Ulta/2571112sw?$tn$
KVD Vegan Beauty,18.4615384615385,0.26,0.803921568627451,Fair,105,Light Neutral,https://images.ulta.com/is/image/Ulta/2571120sw?$50px$
KVD Vegan Beauty,14.0,0.283018867924528,0.792156862745098,Fair,110,Light Neutral,https://images.ulta.com/is/image/Ulta/2571119sw?$50px$
KVD Vegan Beauty,20.625,0.30188679245283,0.792156862745098,Fair,115,Light Neutral,https://images.ulta.com/is/image/Ulta/2571126sw?$50px$
KVD Vegan Beauty,20.5479452054795,0.525179856115108,0.727450980392157,Fair,120,Medium Neutral,https://images.ulta.com/is/image/Ulta/2571117sw?$50px$
KVD Vegan Beauty,20.0,0.456953642384106,0.703921568627451,Light,125,Light Neutral,https://images.ulta.com/is/image/Ulta/2571114sw?$50px$
KVD Vegan Beauty,24.4186046511628,0.573333333333333,0.705882352941177,Light,130,Light Neutral,https://images.ulta.com/is/image/Ulta/2571118sw?$50px$
KVD Vegan Beauty,23.5714285714286,0.518518518518518,0.682352941176471,Light,135,Light Neutral,https://images.ulta.com/is/image/Ulta/2571113sw?$50px$
KVD Vegan Beauty,25.3333333333333,0.542168674698795,0.674509803921569,Medium,140,Medium Neutral,https://images.ulta.com/is/image/Ulta/2571115sw?$50px$
KVD Vegan Beauty,22.9787234042553,0.510869565217391,0.63921568627451,Medium,145,Medium Neutral,https://images.ulta.com/is/image/Ulta/2571111sw?$50px$
KVD Vegan Beauty,24.4660194174757,0.502439024390244,0.598039215686274,Medium,155,Medium Neutral,https://images.ulta.com/is/image/Ulta/2571116sw?$50px$
KVD Vegan Beauty,27.5675675675676,0.48471615720524,0.550980392156863,Tan,160,Tan Neutral,https://images.ulta.com/is/image/Ulta/2571122sw?$50px$
KVD Vegan Beauty,24.8275862068966,0.552380952380952,0.588235294117647,Tan,165,Tan Neutral,https://images.ulta.com/is/image/Ulta/2571121sw?$50px$
KVD Vegan Beauty,26.1818181818182,0.509259259259259,0.576470588235294,Tan,170,Tan Neutral,https://images.ulta.com/is/image/Ulta/2571124sw?$50px$
KVD Vegan Beauty,24.7368421052632,0.548076923076923,0.592156862745098,Tan,175,Tan Neutral,https://images.ulta.com/is/image/Ulta/2571125sw?$50px$
KVD Vegan Beauty,24.0,0.491071428571429,0.56078431372549,Tan Deep,180,Tan Neutral,https://images.ulta.com/is/image/Ulta/2571127sw?$50px$
KVD Vegan Beauty,21.7021276595745,0.412280701754386,0.447058823529412,Tan Deep,185,Tan Neutral,https://images.ulta.com/is/image/Ulta/2571128sw?$50px$
KVD Vegan Beauty,23.3684210526316,0.414847161572052,0.449019607843137,Tan Deep,190,Tan Neutral,https://images.ulta.com/is/image/Ulta/2571129sw?$50px$
KVD Vegan Beauty,18.4090909090909,0.366666666666667,0.470588235294118,Deep,195,Deep Neutral,https://images.ulta.com/is/image/Ulta/2571132sw?$50px$
KVD Vegan Beauty,21.4736842105263,0.426008968609865,0.437254901960784,Deep,200,Deep Neutral,https://images.ulta.com/is/image/Ulta/2571123sw?$50px$
KVD Vegan Beauty,20.0,0.436123348017621,0.445098039215686,Deep,205,Deep Neutral,https://images.ulta.com/is/image/Ulta/2571131sw?$50px$
KVD Vegan Beauty,18.4615384615385,0.393939393939394,0.452941176470588,Deep,210,Deep Neutral,https://images.ulta.com/is/image/Ulta/2571130sw?$50px$
KVD Vegan Beauty,16.2352941176471,0.37117903930131,0.449019607843137,Rich Deep,215,Deep Neutral,https://images.ulta.com/is/image/Ulta/2571069sw?$50px$
